approved-meat-establishment	company	meat-establishment-type	meat-establishment-operation	meat-establishment-outcome	local-authority	meat-establishment-audit-date	meat-establishment-audit-frequency	meat-establishment-next-audit-due-date	start-date	end-date
4051	Central Food Services	1	19	2	West Midlands	2017-07-13	24	2019-07-01		
4067	Cumberland Meat Packers Ltd	1	19	2	West Midlands	2017-04-26	12	2018-04-01		
4068	Westland Poultry	1	19	1	Leicestershire	2016-09-06	12	2017-09-01		
4071	Dunbia Preston	3	19	1	Lancashire	2017-07-27	12	2018-07-01		
4071	Dunbia Preston	1	19	1	Lancashire	2017-07-27	12	2018-07-01		
4083	Cook's Of Rainford	3	19	2	Merseyside	2016-05-16	18	2017-11-01		
4083	Cook's Of Rainford	1	19	2	Merseyside	2016-05-16	18	2017-11-01		
4102	A H Griffiths	3	19	1	Shropshire	2017-08-15	12	2018-08-01		
4102	A H Griffiths	1	19	1	Shropshire	2017-08-15	12	2018-08-01		
4108	F. Houghton & Family (Wholesale Butchers) Ltd	1	19	1	Cheshire	2017-07-25	12	2018-07-01		
4137	C. Robinson & Sons (Butchers) Limited	3	19	1	Staffordshire	2016-10-31	12	2017-10-01		
4153	Worcester Wholesale Meat Co. Limited	1	19	1		2017-03-07	12	2018-03-01		
4161	Mipa Meats Ltd	1	19	1	West Midlands	2017-08-10	12	2018-08-01		
4171	A E Poxon And Son Ltd	1	19	2	West Midlands	2016-11-17	24	2018-11-01		
4182	Janan Meat Limited	3	19	1	West Midlands	2017-01-31	12	2018-01-01		
4182	Janan Meat Limited	1	19	1	West Midlands	2017-01-31	12	2018-01-01		
4183	Tts Meats	1	19	1	Cheshire	2017-06-20	12	2018-06-01		
4195	W Barton & Sons Limited	1	19	2	Merseyside	2016-01-19	24	2018-01-01		
4207-0006	Ted Collins (Meats) Limited	1	19	2	West Midlands	2017-04-28	12	2018-04-01		
4207-0028	Jaswant Singh - Joginder Kaur (T/A Kmc Food Group)	1	19	1	West Midlands	2016-10-12	12	2017-10-01		
4236	Long Compton Abattoir Limited	3	19	1	Warwickshire	2017-02-28	12	2018-02-01		
4236	Long Compton Abattoir Limited	1	19	1	Warwickshire	2017-02-28	12	2018-02-01		
4241	Cleaver Meats Ltd	1	19	2	Derbyshire	2016-01-12	24	2018-01-01		
4246	Neil Powell Catering	1	19	1	Herefordshire	2017-02-23	12	2018-02-01		
4260	Eardington Wholesale Meats Ltd	1	19	2	Shropshire	2016-05-23	24	2018-05-01		
4270	Forresters (Sales) Ltd	1	19	2	Cheshire	2016-06-09	24	2018-06-01		
4302	Lancaster Meat Company (Nw) Ltd	1	19	1	Lancashire	2017-05-04	12	2018-05-01		
4308	Liverpool Meat And Fish Market	1	19	2	Merseyside	2016-08-03	24	2018-08-01		
4308-0014	Matthew Gurrell Limited	2	19	2	Merseyside	2016-07-21	24	2018-07-01		
4308-0028	R & T Meats Ltd	2	19	2	Merseyside	2016-08-08	24	2018-08-01		
4308-0036	Bexleys Limited	1	19	1	Merseyside	2016-12-08	12	2017-12-01		
4308-0044	Davidsons (Ormskirk) Limited	2	19	2	Merseyside	2016-07-04	24	2018-07-01		
4308-0058	F. D. Hughes (Liverpool) Limited	2	19	2	Merseyside	2016-07-26	24	2018-07-01		
4308-0123	John Hassett (Meats ) Limited	1	19	1	Merseyside	2017-07-11	12	2018-07-01		
4313	Mainstream International Foods Ltd	1	19	1	Derbyshire	2017-01-25	12	2018-01-01		
4322	J W Mettrick & Son Ltd	3	19	2	Derbyshire	2016-06-29	18	2017-12-01		
4322	J W Mettrick & Son Ltd	1	19	2	Derbyshire	2016-06-29	18	2017-12-01		
4326	C.S. Morphet And Sons Limited	3	19	1	Merseyside	2017-05-08	12	2018-05-01		
4326	C.S. Morphet And Sons Limited	1	19	1	Merseyside	2017-05-08	12	2018-05-01		
4356	R. And J. Wholesale Meat Company Limited	1	19	2	Nottinghamshire	2016-04-20	24	2018-04-01		
4357	F Redfern	3	19	2	Derbyshire	2016-04-12	18	2017-10-01		
4357	F Redfern	1	19	2	Derbyshire	2016-04-12	18	2017-10-01		
4373	Staffordshire Meat Packers Ltd	3	19	3	Staffordshire	2017-07-31	3	2017-10-01		
4373	Staffordshire Meat Packers Ltd	1	19	3	Staffordshire	2017-07-31	3	2017-10-01		
4379	Higginshaw Abattoir Limited	3	19	1	Greater Manchester	2017-05-10	12	2018-05-01		
4379	Higginshaw Abattoir Limited	1	19	1	Greater Manchester	2017-05-10	12	2018-05-01		
4382	Tenderoak Meats Limited	1	19	1	Greater Manchester	2017-02-27	12	2018-02-01		
4390	Westgate Frozen Foods Ltd	1	19	2	Lancashire	2017-02-06	12	2018-02-01		
4394	Weddel Swift Distribution Limited	1	19	2	West Midlands	2016-10-07	24	2018-10-01		
4396	Weddel Swift Distribution Limited	1	19	1	Cheshire	2017-01-23	12	2018-01-01		
4398	Weddel Swift Distribution Ltd	1	19	2	Greater Manchester	2016-09-26	12	2017-09-01		
4465	Owen Taylor And Sons Limited	1	19	2	Derbyshire	2016-09-14	24	2018-09-01		
4496	Birmingham Halal Abattoir Limited	3	19	1	West Midlands	2017-02-23	12	2018-02-01		
4496	Birmingham Halal Abattoir Limited	1	19	1	West Midlands	2017-02-23	12	2018-02-01		
4514	S & D Meat & Poultry Ltd	1	19	1	West Midlands	2017-08-17	12	2018-08-01		
4529	Trans Oceanic Meat Company (Nottingham) Ltd	1	19	2	Derbyshire	2016-09-15	24	2018-09-01		
4557	Leicestershire Farm Fresh Turkeys	3	19	2	Leicestershire	2017-04-19	36	2020-04-01		
4557	Leicestershire Farm Fresh Turkeys	1	19	2	Leicestershire	2017-04-19	36	2020-04-01		
4561	Direct Poultry Supply (Inskip) Ltd	1	19	2	Lancashire	2016-07-06	24	2018-07-01		
4568	Baileys Turkeys	3	19	1	Cheshire	2017-06-26	12	2018-06-01		
4568	Baileys Turkeys	1	19	1	Cheshire	2017-06-26	12	2018-06-01		
4574	Johnson & Swarbrick Goosnargh Limited	3	19	1	Lancashire	2017-06-19	12	2018-06-01		
4574	Johnson & Swarbrick Goosnargh Limited	1	19	1	Lancashire	2017-06-19	12	2018-06-01		
4578	Althams Butchers	1	19	2	Lancashire	2016-06-10	24	2018-06-01		
4582	The Fresh Chicken Company Limited	1	19	2	Lancashire	2016-10-19	12	2017-10-01		
4637	Halal Poultry & Meat Products Ltd	1	19	1	West Midlands	2017-03-10	12	2018-03-01		
4649	M. Najib & Sons Limited	3	19	2	Derbyshire	2016-10-26	18	2018-04-01		
4649	M. Najib & Sons Limited	1	19	2	Derbyshire	2016-10-26	18	2018-04-01		
4687	Prime Halal Poultry And Meat Ltd	1	19	3	West Midlands	2017-06-06	3	2017-09-01		
4702	Caldecott Turkey Farms Ltd	3	19	2	West Midlands	2016-12-01	36	2019-12-01		
4702	Caldecott Turkey Farms Ltd	1	19	2	West Midlands	2016-12-01	36	2019-12-01		
4715	Ettingshall Poultry	1	19	1	West Midlands	2017-06-20	12	2018-06-01		
4723	Willo Game	3	19	1	Shropshire	2016-12-21	12	2017-12-01		
4723	Willo Game	1	19	1	Shropshire	2016-12-21	12	2017-12-01		
4744	Adlington Limited	1	19	2	West Midlands	2016-06-30	24	2018-06-01		
4750	A Burns Ltd	1	19	2	Lancashire	2016-11-29	24	2018-11-01		
4754	Russell Hume Limited	1	19	1	West Midlands	2017-05-23	12	2018-05-01		
4755	Ian K Moore Poultry Ltd	1	19	1	Greater Manchester	2016-11-16	12	2017-11-01		
4759	James Connolly Wholesale Limited	1	19	2	Northamptonshire	2016-01-14	24	2018-01-01		
4767	E H Booth & Co Ltd	1	19	1	Lancashire	2017-06-22	12	2018-06-01		
4773	Bowland Foods Limited	1	19	2	Lancashire	2016-06-24	24	2018-06-01		
4775	Russell Hume Limited	1	19	2	Merseyside	2017-01-16	12	2018-01-01		
4777	Preston Wholesale Meats Ltd	1	19	2	Lancashire	2016-08-11	24	2018-08-01		
4778	Ab & S Wholesale Meats	1	19	2	Greater Manchester	2016-04-14	24	2018-04-01		
4789	Bradshaw Bros Ltd.	1	19	2	Staffordshire	2016-09-13	24	2018-09-01		
4793	2 Sisters Food Group Ltd	1	19	2	West Midlands	2017-07-19	24	2019-07-01		
4794	Lake District Farmers Ltd	1	19	2	Cumbria	2017-03-29	12	2018-03-01		
4795	Highgate Meats Limited	3	19	1	Cumbria	2016-11-08	12	2017-11-01		
4795	Highgate Meats Limited	1	19	1	Cumbria	2016-11-08	12	2017-11-01		
4798	Theos Food Company Limited	1	19	2	West Midlands	2017-02-08	24	2019-02-01		
4804	Halal World	1	19	4	West Midlands	2017-08-21	2	2017-10-01		
4806	Ashik Chicken Kebabs Ltd	1	19	1	West Midlands	2017-04-27	12	2018-04-01		
4816	Ali Halal Meats	1	19	2	Lancashire	2016-07-14	24	2018-07-01		
4820	Clifton Quality Meats Ltd	1	19	2	Lancashire	2016-11-28	12	2017-11-01		
4822	Lakes Speciality Foods Ltd	1	19	2	Cumbria	2017-07-12	24	2019-07-01		
4828	Mega Chicken Ltd	1	19	1	Nottinghamshire	2017-04-06	12	2018-04-01		
4833	M J Birtwistle & Co Limited	1	19	2	Greater Manchester	2016-08-17	24	2018-08-01		
4834	Brendan Anderton Butchers Limited	1	19	2	Lancashire	2017-02-28	24	2019-02-01		
4837	Cartmel Valley Game Supplies Limited	3	19	2	Cumbria	2017-04-19	18	2018-10-01		
4837	Cartmel Valley Game Supplies Limited	1	19	2	Cumbria	2017-04-19	18	2018-10-01		
4843	Choice Meats Catering Ltd	1	19	2	Lancashire	2016-06-30	24	2018-06-01		
4845	Paul's Catering Butchers	1	19	1	Leicestershire	2017-05-02	12	2018-05-01		
4854	Moorland Meats Ltd	1	19	2	Staffordshire	2016-08-19	24	2018-08-01		
4857	Cheshire Food Services Limited	1	19	1	Greater Manchester	2017-03-30	12	2018-03-01		
4863	Pennys Meats Ltd	1	19	2	Lancashire	2016-06-14	24	2018-06-01		
4864	Cornvale Foods Ltd	1	19	2	Lancashire	2016-09-27	24	2018-09-01		
4865	J & L Wood And Son Ltd	1	19	2	Greater Manchester	2017-03-28	24	2019-03-01		
4868	Sessions Meat Supplies Limited	1	19	1	Worcestershire	2017-07-28	12	2018-07-01		
4869	Ashfold Quality Meats Ltd	1	19	1	Lancashire	2017-03-10	12	2018-03-01		
4872	James Burrows Limited	1	19	2	Lancashire	2016-11-30	12	2017-11-01		
4875	Central Frozen Food Supplies Ltd	1	19	3	Staffordshire	2017-08-17	3	2017-11-01		
4876	E.K.A. Roberts And Sons Ltd	1	19	2	Shropshire	2017-06-15	12	2018-06-01		
4877	Hogans Butchers Ltd	1	19	2	Merseyside	2016-11-24	24	2018-11-01		
4884	R W Camplejohn & Son	1	19	1	Leicestershire	2016-10-28	12	2017-10-01		
5003	Diaper Poultry Ltd	3	19	1	Suffolk	2017-03-23	12	2018-03-01		
5003	Diaper Poultry Ltd	1	19	1	Suffolk	2017-03-23	12	2018-03-01		
5004	Gressingham Foods	3	19	1	Norfolk	2017-08-29	12	2018-08-01		
5004	Gressingham Foods	1	19	1	Norfolk	2017-08-29	12	2018-08-01		
5007	Crown Chicken Limited	3	19	1	Norfolk	2017-08-24	12	2018-08-01		
5007	Crown Chicken Limited	1	19	1	Norfolk	2017-08-24	12	2018-08-01		
5049	Bernard Matthews Foods  Limited	3	19	2	Suffolk	2015-04-28	18	2016-10-01		
5049	Bernard Matthews Foods  Limited	1	19	2	Suffolk	2015-04-28	18	2016-10-01		
5102	London Central Markets	1	19	2	Greater London	2016-09-20	24	2018-09-01		
5102-0002	P J Martinelli Ltd	1	19	2	Greater London	2016-06-15	24	2018-06-01		
5102-0003	Peter Thompson Group Limited	2	19	2	Greater London	2017-08-15	24	2019-08-01		
5102-0006	William Warman & Gutteridge Ltd	1	19	2	Greater London	2016-11-23	24	2018-11-01		
5102-0008	Darmenn & Curl Ltd	1	19	2	Greater London	2017-05-24	12	2018-05-01		
5102-0009	Reeve And Company Limited	1	19	1	Greater London	2017-04-06	12	2018-04-01		
5102-0012	William Warman & Guttridge Ltd	1	19	1	Greater London	2016-11-23	12	2017-11-01		
5102-0013	Rhonda Meats Ltd	1	19	1	Greater London	2017-04-26	12	2018-04-01		
5102-0014	Vixelli Limited	1	19	2	Greater London	2017-03-23	24	2019-03-01		
5102-0016	D P Meats	2	19	2	Greater London	2016-02-17	24	2018-02-01		
5102-0018	James Burden Ltd	2	19	2	Greater London	2016-06-30	24	2018-06-01		
5102-0020	Market Provisions (Smithfield) Ltd	2	19	1	Greater London	2017-07-12	12	2018-07-01		
5102-0021	Absalom & Tribe Limited	1	19	1	Greater London	2016-11-08	12	2017-11-01		
5102-0022	George Abrahams Ltd	2	19	2	Greater London	2017-07-12	12	2018-07-01		
5102-0023	G Lawrence Wholesale Meat Company Ltd	1	19	1	Greater London	2017-04-06	12	2018-04-01		
5102-0024	James Burden Ltd	1	19	1	Greater London	2017-06-09	12	2018-06-01		
5102-0025	P J Martinelli Limited	1	19	2	Greater London	2016-06-15	24	2018-06-01		
5102-0026	David Andrade & Sons Limited	1	19	1	Greater London	2016-11-08	12	2017-11-01		
5102-0027	Edward Price & Partners Ltd	2	19	2	Greater London	2016-08-03	24	2018-08-01		
5102-0029	James Burden Ltd	2	19	2	Greater London	2016-06-28	24	2018-06-01		
5102-0030	Longcroft & Old Ltd	2	19	2	Greater London	2016-07-19	24	2018-07-01		
5102-0031	Channel Meats Ltd	2	19	2	Greater London	2016-04-14	24	2018-04-01		
5102-0035	Finclass Lmited	1	19	2	Greater London	2016-10-19	24	2018-10-01		
5102-0036	G. & E. (Meats) Limited	1	19	2	Greater London	2016-12-08	24	2018-12-01		
5102-0037	Central Meat (Smithfield) Limited	1	19	1	Greater London	2016-12-08	12	2017-12-01		
5102-0038	Tom Hixson & Co Limited (T/A Tom Hixson & Co Limited)	2	19	2	Greater London	2017-01-24	12	2018-01-01		
5102-0040	James Burden Limted	2	19	2	Greater London	2016-06-30	24	2018-06-01		
5102-0041	James Burden Limited	2	19	1	Greater London	2017-05-31	12	2018-05-01		
5102-0042	E H Broome & Co	2	19	2	Greater London	2016-01-13	24	2018-01-01		
5102-0047	Abbijoe Limited	1	19	1	Greater London	2017-04-04	12	2018-04-01		
5102-0205	H Smith (Smithfield) Ltd	2	19	2	Greater London	2016-07-13	24	2018-07-01		
5102-0207	J.F. Edwards (Smithfield) Ltd (T/A Allen & Co)	2	19	2	Greater London	2016-05-11	24	2018-05-01		
5102-0208	Allen &  Co	2	19	2	Greater London	2016-02-24	24	2018-02-01		
5102-0218	Market Provisions (Smithfield) Limited (T/A Keevil & Keevil)	2	19	1	Greater London	2017-08-15	12	2018-08-01		
5102-0219	James Burden  Ltd	2	19	2	Greater London	2016-02-17	24	2018-02-01		
5102-0220	Patrick Matthews (T/A Denton Bros)	2	19	2	Greater London	2016-10-27	24	2018-10-01		
5102-0221	Tom Hixson & Co Ltd	2	19	2	Greater London	2016-10-26	24	2018-10-01		
5102-0222	Icefront Ltd T/A Gordon Meats	2	19	2	Greater London	2016-01-25	24	2018-01-01		
5102-1034	E Russell Limited (T/A Russells Of Smithfield)	1	19	1		2017-06-20	12	2018-06-01		
5105	Rayleigh Cold Store Limited	1	19	2	Essex	2016-07-01	24	2018-07-01		
5196	Ruskington Poultry	1	19	2	Lincolnshire	2016-04-11	24	2018-04-01		
5204	L Brown & Son (Wholesale Butchers) Limited	3	19	1	Lincolnshire	2017-05-23	12	2018-05-01		
5207	H G Blake (Costessey) Limited	3	19	2	Norfolk	2017-04-25	36	2020-04-01		
5207	H G Blake (Costessey) Limited	1	19	2	Norfolk	2017-04-25	36	2020-04-01		
5224	Weddel Swift Distribution  Ltd	1	19	2	Norfolk	2016-07-12	24	2018-07-01		
5242	Dalehead Foods (A Division Of Tulip)	1	19	2	Suffolk	2016-11-17	24	2018-11-01		
5243	Suffolk Meat Traders Ltd	1	19	2	Suffolk	2016-03-09	24	2018-03-01		
5260	Bramfield Meats	1	19	1	Suffolk	2017-03-27	12	2018-03-01		
5269	C Humphreys & Sons	3	19	1	Essex	2017-03-27	12	2018-03-01		
5269	C Humphreys & Sons	1	19	1	Essex	2017-03-27	12	2018-03-01		
5300	David F Smith	1	19	1	Greater London	2016-12-01	12	2017-12-01		
5350	South East Poultry	1	19	1	Essex	2016-10-10	12	2017-10-01		
5359	Hundred River Foods Ltd	1	19	2	Suffolk	2016-07-15	24	2018-07-01		
5393	Midland Food Services Limited	1	19	1	Northamptonshire	2017-08-10	12	2018-08-01		
5416	Hilton Foods Uk Limited	1	19	2	Cambridgeshire	2016-06-22	24	2018-06-01		
5430	Ben Rigby Game Ltd	3	19	1	Essex	2016-11-02	12	2017-11-01		
5430	Ben Rigby Game Ltd	1	19	1	Essex	2016-11-02	12	2017-11-01		
5443	Direct Meats (Knights Farm) Ltd	1	19	2	Essex	2017-03-02	24	2019-03-01		
5464	Banham Poultry Limited	3	19	1	Norfolk	2016-10-13	12	2017-10-01		
5464	Banham Poultry Limited	1	19	1	Norfolk	2016-10-13	12	2017-10-01		
5478	Vatan Catering Ltd	1	19	2	Greater London	2017-04-04	12	2018-04-01		
5498	Wick Farm Meats	1	19	2	Essex	2016-07-27	24	2018-07-01		
5499	Wicks Manor	1	19	2	Essex	2017-08-10	24	2019-08-01		
5500	Peterborough Game Co Ltd	3	19	1	Lincolnshire	2016-11-18	12	2017-11-01		
5500	Peterborough Game Co Ltd	1	19	1	Lincolnshire	2016-11-18	12	2017-11-01		
5501	Eastern Meat Supplies	1	19	1	Cambridgeshire	2016-12-12	12	2017-12-01		
5502	Nasons Poultry Suppliers	1	19	2	Bedfordshire	2017-08-30	12	2018-08-01		
5503	The Rare Breed Meat Company Limited	1	19	1	Essex	2017-07-07	12	2018-07-01		
5508	The Wild Meat Company Ltd	3	19	2	Suffolk	2017-01-16	36	2020-01-01		
5508	The Wild Meat Company Ltd	1	19	2	Suffolk	2017-01-16	36	2020-01-01		
5517	Uk Poultry Ltd	1	19	1	Suffolk	2017-03-31	12	2018-03-01		
5518	Grasmere Farm Ltd	1	19	1	Cambridgeshire	2017-03-30	12	2018-03-01		
5521	Britannic Foods	1	19	2	Cambridgeshire	2017-06-23	12	2018-06-01		
5522	British Premium Meats	1	19	1	Hertfordshire	2017-06-29	12	2018-06-01		
5525	L & O Meats Ltd	1	19	2	Essex	2017-02-28	12	2018-02-01		
5527	H L Hinsull	1	19	2	Middlesex	2016-06-06	24	2018-06-01		
5528	Marbec Meats	1	19	2	Greater London	2016-03-16	24	2018-03-01		
5529	Middlesex Meat Company Limited	1	19	1	Middlesex	2017-04-19	12	2018-04-01		
5530	Frank Godfrey Ltd	1	19	1	Greater London	2016-10-06	12	2017-10-01		
6057	Randall Parker Foods	1	19	1	Hampshire	2016-10-19	12	2017-10-01		
6067	Tottingworth Farm Limited	3	19	1	East Sussex	2017-01-18	12	2018-01-01		
6067	Tottingworth Farm Limited	1	19	1	East Sussex	2017-01-18	12	2018-01-01		
6089	Gm Matthews  (Butchers)	1	19	1	East Sussex	2017-01-16	12	2018-01-01		
6116	Forge Farm Meats Ltd	3	19	3	Kent	2017-07-10	3	2017-10-01		
6116	Forge Farm Meats Ltd	1	19	3	Kent	2017-07-10	3	2017-10-01		
6118	Blakes Meats Limited	1	19	1	East Sussex	2016-11-16	12	2017-11-01		
6119	Natural Farms Ltd	1	19	1	East Sussex	2017-03-06	12	2018-03-01		
6120	Weddel Swift Distribution Limited	1	19	1	East Sussex	2016-10-04	12	2017-10-01		
6156	Berkshire Meats	1	19	2	Berkshire	2016-01-15	24	2018-01-01		
6164	Natural Farms (Oxon) Ltd	1	19	2	Oxfordshire	2017-01-18	12	2018-01-01		
6207	Mutchmeats Limited	3	19	3	Oxfordshire	2017-07-17	3	2017-10-01		
6207	Mutchmeats Limited	1	19	3	Oxfordshire	2017-07-17	3	2017-10-01		
6212	R Owton (Wholesale Butchers) Ltd	1	19	1	Hampshire	2017-03-21	12	2018-03-01		
6214	Pinnacle Foods Ltd	1	19	2	Hampshire	2016-07-14	24	2018-07-01		
6219	Concept Foods Ltd	1	19	2	Hampshire	2016-05-19	24	2018-05-01		
6222	Weddel Swift Distribution   Ltd	1	19	2	Hampshire	2016-02-22	24	2018-02-01		
6223	Towers Thompson Ltd	1	19	1	Hampshire	2017-05-25	12	2018-05-01		
6239	Tadmarton Products Limited	1	19	2	Oxfordshire	2016-11-11	24	2018-11-01		
6240	Cherryfield (Croydon) Ltd	1	19	1	Surrey	2016-12-02	12	2017-12-01		
6262	Weddel Swift Distribution Ltd	1	19	1	London	2017-06-22	12	2018-06-01		
6319	Eden Valley Group	1	19	2	Kent	2016-07-27	24	2018-07-01		
6336	Bantuway Ltd	1	19	1	Greater London	2017-03-08	12	2018-03-01		
6338	Winterton Bros Limited	1	19	1	Buckinghamshire	2017-02-02	12	2018-02-01		
6343	Berkshire Meat Traders Ltd	1	19	2	Berkshire	2016-06-27	24	2018-06-01		
6344	Vicars Game Limited	3	19	1	Berkshire	2016-11-15	12	2017-11-01		
6344	Vicars Game Limited	1	19	1	Berkshire	2016-11-15	12	2017-11-01		
6350	Rother Valley Organics	1	19	2	Hampshire	2017-08-01	12	2018-08-01		
6358	Billfields Of London Limited	1	19	1	London	2017-07-10	12	2018-07-01		
6362	Pak Halal Poultry	1	19	1	Middlesex	2016-10-06	12	2017-10-01		
6368	Chanctonbury Game	3	19	1	West Sussex	2016-12-12	12	2017-12-01		
6368	Chanctonbury Game	1	19	1	West Sussex	2016-12-12	12	2017-12-01		
6370	Rr Alden Oxford Limited	1	19	2	Oxfordshire	2016-10-13	24	2018-10-01		
6371	Harringay Meat Traders Ltd	1	19	2	Essex	2016-07-13	24	2018-07-01		
6372	Man Foods Ltd	1	19	2	Greater London	2016-02-17	24	2018-02-01		
6374	Kartal Meats Limited	1	19	2	Greater London	2017-05-31	12	2018-05-01		
6378	A & B Catering Butchers Ltd	1	19	2	Berkshire	2016-07-08	24	2018-07-01		
6380	Towers Thompson	1	19	1	Kent	2016-11-21	12	2017-11-01		
6381	Butcher & Edmonds Ltd	1	19	2	London	2016-07-20	24	2018-07-01		
6385	Russell Hume Ltd	1	19	1	Greater London	2016-11-03	12	2017-11-01		
6386	Lea Valley Meat Ltd	1	19	2		2017-05-23	24	2019-05-01		
6389	C M B Foods Ltd	1	19	2	West Sussex	2016-09-15	12	2017-09-01		
6392	Jennings Of Caversham	1	19	2	Berkshire	2017-06-21	12	2018-06-01		
6394	British Meats	1	19	1	Oxfordshire	2016-12-28	12	2017-12-01		
6395	Highland Crown Ltd	1	19	1	Hampshire	2017-06-07	12	2018-06-01		
6397	Dibs Distribution Limited	1	19	1	Middlesex	2017-03-20	12	2018-03-01		
6398	Fenns Of Piccadilly	1	19	2	Greater London	2016-09-06	24	2018-09-01		
6399	Salvatori Food Service Ltd	1	19	2	Kent	2017-01-10	24	2019-01-01		
6400	Ims Of Smithfield Ltd	1	19	1	Greater London	2016-11-22	12	2017-11-01		
6402	Wells Farm Supplies Ltd	1	19	2	Kent	2016-11-29	24	2018-11-01		
6403	Walton Meats Ltd	1	19	2	Middlesex	2016-02-05	24	2018-02-01		
6404	Maren Meats	1	19	2	Greater London	2016-05-18	24	2018-05-01		
6405	Nigel Fredericks Limited	1	19	2	Greater London	2016-11-03	24	2018-11-01		
6406	Godden Butchers	1	19	1	Buckinghamshire	2017-02-08	12	2018-02-01		
8004	M C Kelly Limited	3	19	1	Devon	2017-01-25	12	2018-01-01		
8004	M C Kelly Limited	1	19	1	Devon	2017-01-25	12	2018-01-01		
8005	2 Sisters Food Group   Ltd	3	19	2	Devon	2016-12-13	18	2018-06-01		
8005	2 Sisters Food Group   Ltd	1	19	2	Devon	2016-12-13	18	2018-06-01		
8013	Creedy Carver Limited	3	19	1	Devon	2017-02-22	12	2018-02-01		
8013	Creedy Carver Limited	1	19	1	Devon	2017-02-22	12	2018-02-01		
8038	M&W Meats Limited	1	19	1	Cornwall	2017-04-27	12	2018-04-01		
8072	P J King & Son	3	19	1	Gloucestershire	2017-04-19	12	2018-04-01		
8088	Hunt's Foodservice Ltd	1	19	2	Dorset	2016-08-17	24	2018-08-01		
8115	R J Trevarthen Wholesale Butchers	3	19	1	Cornwall	2016-10-20	12	2017-10-01		
8115	R J Trevarthen Wholesale Butchers	1	19	1	Cornwall	2016-10-20	12	2017-10-01		
8144	Towers Thompson Ltd	1	19	1	Avon	2017-02-22	12	2018-02-01		
8149	Bakers Of Nailsea Limited	3	19	1	Somerset	2016-12-15	12	2017-12-01		
8149	Bakers Of Nailsea Limited	1	19	1	Somerset	2016-12-15	12	2017-12-01		
8160	Collicutt Meats Limited	1	19	2	Gloucestershire	2017-03-28	24	2019-03-01		
8165	Universal Traders Gloucester Limited	3	19	1	Gloucestershire	2017-06-30	12	2018-06-01		
8165	Universal Traders Gloucester Limited	1	19	1	Gloucestershire	2017-06-30	12	2018-06-01		
8216	Abp Yetminster	3	19	1	Dorset	2017-02-27	12	2018-02-01		
8216	Abp Yetminster	1	19	1	Dorset	2017-02-27	12	2018-02-01		
8220	Weddel Swift   Distribution  Ltd	1	19	2	Dorset	2016-08-09	24	2018-08-01		
8249	H F Stiles  & Son Limited	3	19	1	Wiltshire	2017-02-15	12	2018-02-01		
8249	H F Stiles  & Son Limited	1	19	1	Wiltshire	2017-02-15	12	2018-02-01		
8285	Abp Langport	3	19	1	Somerset	2017-04-20	12	2018-04-01		
8285	Abp Langport	1	19	1	Somerset	2017-04-20	12	2018-04-01		
8290	Cheltenham & District Wholesale Meat Co Ltd	1	19	1	Gloucestershire	2017-05-15	12	2018-05-01		
8297	Hampshire Game Ltd	3	19	2	Hampshire	2016-07-15	18	2018-01-01		
8308	J V Richards (Rietfontein) Ltd	3	19	1	Cornwall	2017-08-24	12	2018-08-01		
8308	J V Richards (Rietfontein) Ltd	1	19	1	Cornwall	2017-08-24	12	2018-08-01		
8333	Pocock's Poultry	1	19	1	Wiltshire	2017-07-20	12	2018-07-01		
8339	Osgrow Exotic Meats Limited	1	19	1	Avon	2017-01-11	12	2018-01-01		
8343	Kittows Butchers	1	19	1	Cornwall	2016-11-14	12	2017-11-01		
8355	John Sheppard Butchers Ltd	1	19	1	Avon	2017-01-16	12	2018-01-01		
8367	Eversfield Organic Limited	1	19	2	Devon	2016-07-11	24	2018-07-01		
8368	Ashton Exotic Meats Limited	1	19	2	Somerset	2017-07-28	12	2018-07-01		
8373	Riverford Organic Farmers Limited	1	19	1	Devon	2017-07-12	12	2018-07-01		
8375	Scorse Foods Ltd	1	19	2	Cornwall	2016-05-25	24	2018-05-01		
8376	Bristol Meat Trader Ltd	1	19	1	Avon	2017-05-17	12	2018-05-01		
8378	Devon Rose Ltd	1	19	1	Devon	2016-10-18	12	2017-10-01		
8381	Ivan Clarke Catering Butchers Ltd	1	19	1	Devon	2017-07-05	12	2018-07-01		
